c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60
9.22,M20,Canadian Journal of Civil Engineering ,Carbonation of fly ash concrete: laboratory and field data,"N. Bouzoubaa, A. Bilodeau, B. Tamtsia, and S. Foo",2010,44.9,0.35,Fly Ash,35,62,20.3,4.2,-,3.15,4100,-,13.4,52.4,23.4,4.7,-,2.08,3310,-,2267,-,115,-,25.5,30.2,-,-,43.8,52.1,54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.22,M21,Canadian Journal of Civil Engineering ,Carbonation of fly ash concrete: laboratory and field data,"N. Bouzoubaa, A. Bilodeau, B. Tamtsia, and S. Foo",2010,44.9,0.33,Fly Ash,50,62,20.3,4.2,-,3.15,4100,-,13.4,52.4,23.4,4.7,-,2.08,3310,-,2271,-,110,-,22.5,28.1,-,-,45.4,51.1,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.24,49FA0-N,Construction and Building Materials,Thermal stress of high volume fly-ash (HVFA) concrete made with limestone aggregate,"Isamu Yoshitake, Howe Wong, Takeo Ishida, Ayman Y. Nassif",2014,29.3,0.49,Fly Ash,0,64.3,20.4,5.7,-,-,-,-,0.98,58.2,23.3,3.19,-,-,-,-,-,-,135,5.4,17.7,26.5,-,-,29.3,-,35.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,2.6,-,3.5,-,-,-,-
9.24,38FA0-N,Construction and Building Materials,Thermal stress of high volume fly-ash (HVFA) concrete made with limestone aggregate,"Isamu Yoshitake, Howe Wong, Takeo Ishida, Ayman Y. Nassif",2014,50.9,0.38,Fly Ash,0,64.3,20.4,5.7,-,-,-,-,0.98,58.2,23.3,3.19,-,-,-,-,-,-,120,13.8,32,39.6,-,-,50.9,-,54.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.9,-,3,-,-,-,-
9.24,49FA50-N,Construction and Building Materials,Thermal stress of high volume fly-ash (HVFA) concrete made with limestone aggregate,"Isamu Yoshitake, Howe Wong, Takeo Ishida, Ayman Y. Nassif",2014,29.3,0.49,Fly Ash,50,64.3,20.4,5.7,-,-,-,-,0.98,58.2,23.3,3.19,-,-,-,-,-,-,110,1.1,5.3,11.1,-,-,18.8,22.1,22.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,1.3,-,2.8,-,-,-,-
9.24,45FA50-N,Construction and Building Materials,Thermal stress of high volume fly-ash (HVFA) concrete made with limestone aggregate,"Isamu Yoshitake, Howe Wong, Takeo Ishida, Ayman Y. Nassif",2014,29.3,0.45,Fly Ash,50,64.3,20.4,5.7,-,-,-,-,0.98,58.2,23.3,3.19,-,-,-,-,-,-,190,3,9.3,12.5,-,-,19.5,25,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,2.2,-,3.4,-,-,-,-
9.24,38FA50-N,Construction and Building Materials,Thermal stress of high volume fly-ash (HVFA) concrete made with limestone aggregate,"Isamu Yoshitake, Howe Wong, Takeo Ishida, Ayman Y. Nassif",2014,50.9,0.38,Fly Ash,50,64.3,20.4,5.7,-,-,-,-,0.98,58.2,23.3,3.19,-,-,-,-,-,-,220,5.9,13.3,18.1,-,-,25.2,-,33.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,2.8,-,3.9,-,-,-,-
9.25,M1,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,76.2,0.37,Fly ash,20,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,76.2,80.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M2,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,71.6,0.37,Fly ash + GGBS,35,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,71.6,74.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M3,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,61.2,0.37,Fly ash + GGBS,50,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,61.2,62.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M4,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,68.7,0.4,Fly ash + GGBS,20,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,68.7,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M5,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,65.8,0.4,Fly ash + GGBS,35,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,65.8,70.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M6,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,48.4,0.4,Fly ash,50,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,48.4,50.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M7,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,58.3,0.37,Fly ash + GGBS,20,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,58.3,62.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M8,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,51.6,0.37,Fly ash,35,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,51.6,56.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M9,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,43.6,0.37,Fly ash + GGBS,50,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,43.6,45.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M10 - control mix,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,72.2,0.37,Fly ash,0,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,72.2,71.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M11,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,65.9,0.37,Fly ash,0,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,65.9,69.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.25,M12,Magazine of Concrete Research,Natural and accelerated carbonation of concrete containing fly ash and GGBS after different initial curing period,"Yaodong Jia, Peiyu Yan, Peiyu Yan",2012,62.6,0.37,Fly ash,0,62.5,21.09,4.34,-,-,-,-,3.43,52.3,35.88,3.85,-,-,-,-,-,-,-,-,-,-,-,-,62.6,67.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9.30,F0,Cement & Concrete Composites,Self-healing of mechanically-loaded self consolidating concretes with high volumes of fly ash,"Mustafa Sahmaran, Suleyman B. Keskin, Gozde Ozerkan, Ismail O. Yaman",2008,51.3,0.35,Fly Ash,0,63.27,19.61,5.86,-,3.14,3629,-,4.24,56.2,20.17,6.69,-,2.25,2870,-,-,-,660,-,-,-,-,-,51.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.113,-
9.30,F35,Cement & Concrete Composites,Self-healing of mechanically-loaded self consolidating concretes with high volumes of fly ash,"Mustafa Sahmaran, Suleyman B. Keskin, Gozde Ozerkan, Ismail O. Yaman",2008,51.3,0.35,Fly Ash,35,63.27,19.61,5.86,-,3.14,3629,-,4.24,56.2,20.17,6.69,-,2.25,2870,-,-,-,670,-,-,-,-,-,46.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.084,-
9.30,F55,Cement & Concrete Composites,Self-healing of mechanically-loaded self consolidating concretes with high volumes of fly ash,"Mustafa Sahmaran, Suleyman B. Keskin, Gozde Ozerkan, Ismail O. Yaman",2008,51.3,0.35,Fly Ash,55,63.27,19.61,5.86,-,3.14,3629,-,4.24,56.2,20.17,6.69,-,2.25,2870,-,-,-,640,-,-,-,-,-,38.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.089,-
